level_id,source,target,interaction_type,interaction_density,connected_components,largest_component
"d2-v5-tutorial-004","magnet:m1","arrow:a2","MAGNET_CONTROL","0.4","2","5"
"d2-v5-tutorial-004","magnet:m1","arrow:a2","POLARITY_DEPENDENCY","0.4","2","5"
"d2-v5-tutorial-004","wall:2,2","arrow:a3","OCCLUSION","0.4","2","5"
"d2-v5-tutorial-005","magnet:m1","magnet:m2","CANCELLATION","0.3333","2","2"
"d2-v5-tutorial-006","arrow:a1","arrow:a2","ROUTE_BLOCK","0.4","2","5"
"d2-v5-tutorial-006","arrow:a1","wall:4,4","COLLISION","0.4","2","5"
"d2-v5-tutorial-006","arrow:a2","arrow:a1","COLLISION","0.4","2","5"
"d2-v5-tutorial-006","arrow:a2","arrow:a1","OCCLUSION","0.4","2","5"
"d2-v5-tutorial-006","arrow:a2","arrow:a1","EXPOSURE","0.4","2","5"
"d2-v5-tutorial-006","arrow:a2","arrow:a1","STATE_DEPENDENCY","0.4","2","5"
"d2-v5-tutorial-006","arrow:a2","arrow:a1","REVEAL","0.4","2","5"
"d2-v5-tutorial-006","arrow:a3","arrow:a2","EXPOSURE","0.4","2","5"
"d2-v5-tutorial-006","arrow:a3","arrow:a2","STATE_DEPENDENCY","0.4","2","5"
"d2-v5-tutorial-006","arrow:a3","arrow:a2","REVEAL","0.4","2","5"
"d2-v5-tutorial-006","magnet:m1","arrow:a1","MAGNET_CONTROL","0.4","2","5"
"d2-v5-tutorial-006","magnet:m1","arrow:a1","POLARITY_DEPENDENCY","0.4","2","5"
"d2-v5-tutorial-006","magnet:m1","arrow:a2","MAGNET_CONTROL","0.4","2","5"
"d2-v5-tutorial-006","magnet:m1","arrow:a2","POLARITY_DEPENDENCY","0.4","2","5"
"d2-v5-tutorial-006","magnet:m1","arrow:a3","MAGNET_CONTROL","0.4","2","5"
"d2-v5-tutorial-006","wall:4,4","arrow:a1","ROUTE_BLOCK","0.4","2","5"
"d2-v5-tutorial-007","arrow:a1","arrow:a2","EXPOSURE","0.3","3","3"
"d2-v5-tutorial-007","arrow:a1","arrow:a2","STATE_DEPENDENCY","0.3","3","3"
"d2-v5-tutorial-007","arrow:a1","arrow:a2","REVEAL","0.3","3","3"
"d2-v5-tutorial-007","arrow:a1","arrow:a2","ALTERNATIVE_PATH","0.3","3","3"
"d2-v5-tutorial-007","arrow:a2","arrow:a1","EXPOSURE","0.3","3","3"
"d2-v5-tutorial-007","arrow:a2","arrow:a1","STATE_DEPENDENCY","0.3","3","3"
"d2-v5-tutorial-007","arrow:a2","arrow:a1","REVEAL","0.3","3","3"
"d2-v5-tutorial-007","magnet:m1","arrow:a1","MAGNET_CONTROL","0.3","3","3"
"d2-v5-tutorial-007","magnet:m1","arrow:a1","POLARITY_DEPENDENCY","0.3","3","3"
"d2-v5-tutorial-007","magnet:m1","arrow:a2","MAGNET_CONTROL","0.3","3","3"
"d2-v5-tutorial-007","magnet:m1","arrow:a2","POLARITY_DEPENDENCY","0.3","3","3"
"d2-v5-tutorial-008","arrow:a1","arrow:a2","EXPOSURE","0.3333","3","4"
"d2-v5-tutorial-008","arrow:a1","arrow:a2","STATE_DEPENDENCY","0.3333","3","4"
"d2-v5-tutorial-008","arrow:a1","arrow:a2","REVEAL","0.3333","3","4"
"d2-v5-tutorial-008","arrow:a1","arrow:a2","ALTERNATIVE_PATH","0.3333","3","4"
"d2-v5-tutorial-008","arrow:a1","arrow:a3","ALTERNATIVE_PATH","0.3333","3","4"
"d2-v5-tutorial-008","arrow:a2","arrow:a1","EXPOSURE","0.3333","3","4"
"d2-v5-tutorial-008","arrow:a2","arrow:a1","STATE_DEPENDENCY","0.3333","3","4"
"d2-v5-tutorial-008","arrow:a2","arrow:a1","REVEAL","0.3333","3","4"
"d2-v5-tutorial-008","arrow:a2","arrow:a3","ALTERNATIVE_PATH","0.3333","3","4"
"d2-v5-tutorial-008","magnet:m1","arrow:a1","MAGNET_CONTROL","0.3333","3","4"
"d2-v5-tutorial-008","magnet:m1","arrow:a1","POLARITY_DEPENDENCY","0.3333","3","4"
"d2-v5-tutorial-008","magnet:m1","arrow:a2","MAGNET_CONTROL","0.3333","3","4"
"d2-v5-tutorial-008","magnet:m1","arrow:a2","POLARITY_DEPENDENCY","0.3333","3","4"
"d2-v5-tutorial-009","arrow:a1","arrow:a3","EXPOSURE","0.4","2","5"
"d2-v5-tutorial-009","arrow:a1","arrow:a3","STATE_DEPENDENCY","0.4","2","5"
"d2-v5-tutorial-009","arrow:a1","arrow:a3","REVEAL","0.4","2","5"
"d2-v5-tutorial-009","arrow:a2","arrow:a3","ROUTE_BLOCK","0.4","2","5"
"d2-v5-tutorial-009","arrow:a2","wall:1,4","COLLISION","0.4","2","5"
"d2-v5-tutorial-009","arrow:a3","arrow:a2","COLLISION","0.4","2","5"
"d2-v5-tutorial-009","arrow:a3","arrow:a2","OCCLUSION","0.4","2","5"
"d2-v5-tutorial-009","arrow:a3","arrow:a2","EXPOSURE","0.4","2","5"
"d2-v5-tutorial-009","arrow:a3","arrow:a2","STATE_DEPENDENCY","0.4","2","5"
"d2-v5-tutorial-009","arrow:a3","arrow:a2","REVEAL","0.4","2","5"
"d2-v5-tutorial-009","magnet:m1","arrow:a1","MAGNET_CONTROL","0.4","2","5"
"d2-v5-tutorial-009","magnet:m1","arrow:a2","MAGNET_CONTROL","0.4","2","5"
"d2-v5-tutorial-009","magnet:m1","arrow:a2","POLARITY_DEPENDENCY","0.4","2","5"
"d2-v5-tutorial-009","magnet:m1","arrow:a3","MAGNET_CONTROL","0.4","2","5"
"d2-v5-tutorial-009","magnet:m1","arrow:a3","POLARITY_DEPENDENCY","0.4","2","5"
"d2-v5-tutorial-009","wall:1,4","arrow:a2","ROUTE_BLOCK","0.4","2","5"
"d2-v5-tutorial-010","arrow:a1","arrow:a2","COLLISION","0.1667","3","2"
"d2-v5-tutorial-010","arrow:a2","arrow:a1","ROUTE_BLOCK","0.1667","3","2"
"d2-v5-tutorial-010","arrow:a2","arrow:a1","EXPOSURE","0.1667","3","2"
"d2-v5-tutorial-010","arrow:a2","arrow:a1","STATE_DEPENDENCY","0.1667","3","2"
"d2-v5-tutorial-010","arrow:a2","arrow:a1","REVEAL","0.1667","3","2"
"d2-v5-tutorial-011","arrow:a1","arrow:a2","COLLISION","0.1333","4","2"
"d2-v5-tutorial-011","arrow:a1","arrow:a2","OCCLUSION","0.1333","4","2"
"d2-v5-tutorial-011","arrow:a2","arrow:a1","ROUTE_BLOCK","0.1333","4","2"
"d2-v5-tutorial-011","arrow:a2","arrow:a1","EXPOSURE","0.1333","4","2"
"d2-v5-tutorial-011","arrow:a2","arrow:a1","STATE_DEPENDENCY","0.1333","4","2"
"d2-v5-tutorial-011","arrow:a2","arrow:a1","REVEAL","0.1333","4","2"
"d2-v5-tutorial-011","magnet:m1","magnet:m2","CANCELLATION","0.1333","4","2"
"d2-v5-tutorial-012","arrow:a1","arrow:a2","ROUTE_BLOCK","0.3333","2","2"
"d2-v5-tutorial-012","arrow:a1","arrow:a2","EXPOSURE","0.3333","2","2"
"d2-v5-tutorial-012","arrow:a1","arrow:a2","STATE_DEPENDENCY","0.3333","2","2"
"d2-v5-tutorial-012","arrow:a1","arrow:a2","REVEAL","0.3333","2","2"
"d2-v5-tutorial-012","arrow:a2","arrow:a1","COLLISION","0.3333","2","2"
"d2-v5-hard-013","arrow:a1","arrow:a2","ORDER_DEPENDENCY","0.2222","4","7"
"d2-v5-hard-013","arrow:a1","arrow:a2","ALTERNATIVE_PATH","0.2222","4","7"
"d2-v5-hard-013","arrow:a1","arrow:a3","ALTERNATIVE_PATH","0.2222","4","7"
"d2-v5-hard-013","arrow:a2","arrow:a3","EXPOSURE","0.2222","4","7"
"d2-v5-hard-013","arrow:a2","arrow:a3","STATE_DEPENDENCY","0.2222","4","7"
"d2-v5-hard-013","arrow:a2","arrow:a3","REVEAL","0.2222","4","7"
"d2-v5-hard-013","arrow:a2","arrow:a4","ALTERNATIVE_PATH","0.2222","4","7"
"d2-v5-hard-013","arrow:a3","arrow:a2","EXPOSURE","0.2222","4","7"
"d2-v5-hard-013","arrow:a3","arrow:a2","ORDER_DEPENDENCY","0.2222","4","7"
"d2-v5-hard-013","arrow:a3","arrow:a2","STATE_DEPENDENCY","0.2222","4","7"
"d2-v5-hard-013","arrow:a3","arrow:a2","REVEAL","0.2222","4","7"
"d2-v5-hard-013","arrow:a3","arrow:a4","ALTERNATIVE_PATH","0.2222","4","7"
"d2-v5-hard-013","arrow:a3","magnet:m2","COLLISION","0.2222","4","7"
"d2-v5-hard-013","arrow:a4","arrow:a2","ORDER_DEPENDENCY","0.2222","4","7"
"d2-v5-hard-013","magnet:m2","arrow:a3","ROUTE_BLOCK","0.2222","4","7"
"d2-v5-hard-013","magnet:m3","arrow:a2","OCCLUSION","0.2222","4","7"
"d2-v5-hard-013","magnet:m3","arrow:a2","MAGNET_CONTROL","0.2222","4","7"
"d2-v5-hard-013","magnet:m3","arrow:a2","POLARITY_DEPENDENCY","0.2222","4","7"
"d2-v5-hard-013","magnet:m3","arrow:a3","MAGNET_CONTROL","0.2222","4","7"
"d2-v5-hard-013","magnet:m3","arrow:a3","POLARITY_DEPENDENCY","0.2222","4","7"
"d2-v5-hard-013","wall:2,2","arrow:a1","OCCLUSION","0.2222","4","7"
"d2-v5-hard-013","wall:2,2","arrow:a4","OCCLUSION","0.2222","4","7"
"d2-v5-easy-014","arrow:a1","arrow:a2","EXPOSURE","0.381","3","5"
"d2-v5-easy-014","arrow:a1","arrow:a2","STATE_DEPENDENCY","0.381","3","5"
"d2-v5-easy-014","arrow:a1","arrow:a2","REVEAL","0.381","3","5"
"d2-v5-easy-014","arrow:a1","arrow:a3","EXPOSURE","0.381","3","5"
"d2-v5-easy-014","arrow:a1","arrow:a3","STATE_DEPENDENCY","0.381","3","5"
"d2-v5-easy-014","arrow:a1","arrow:a3","REVEAL","0.381","3","5"
"d2-v5-easy-014","arrow:a2","arrow:a1","ORDER_DEPENDENCY","0.381","3","5"
"d2-v5-easy-014","arrow:a2","arrow:a3","ROUTE_BLOCK","0.381","3","5"
"d2-v5-easy-014","arrow:a2","arrow:a3","ALTERNATIVE_PATH","0.381","3","5"
"d2-v5-easy-014","arrow:a2","wall:1,3","COLLISION","0.381","3","5"
"d2-v5-easy-014","arrow:a3","arrow:a1","EXPOSURE","0.381","3","5"
"d2-v5-easy-014","arrow:a3","arrow:a1","ORDER_DEPENDENCY","0.381","3","5"
"d2-v5-easy-014","arrow:a3","arrow:a1","STATE_DEPENDENCY","0.381","3","5"
"d2-v5-easy-014","arrow:a3","arrow:a1","REVEAL","0.381","3","5"
"d2-v5-easy-014","arrow:a3","arrow:a2","COLLISION","0.381","3","5"
"d2-v5-easy-014","arrow:a3","arrow:a2","OCCLUSION","0.381","3","5"
"d2-v5-easy-014","arrow:a3","arrow:a2","EXPOSURE","0.381","3","5"
"d2-v5-easy-014","arrow:a3","arrow:a2","STATE_DEPENDENCY","0.381","3","5"
"d2-v5-easy-014","arrow:a3","arrow:a2","REVEAL","0.381","3","5"
"d2-v5-easy-014","arrow:a3","wall:1,3","COLLISION","0.381","3","5"
"d2-v5-easy-014","magnet:m1","arrow:a1","MAGNET_CONTROL","0.381","3","5"
"d2-v5-easy-014","magnet:m1","arrow:a1","POLARITY_DEPENDENCY","0.381","3","5"
"d2-v5-easy-014","magnet:m1","arrow:a2","MAGNET_CONTROL","0.381","3","5"
"d2-v5-easy-014","magnet:m1","arrow:a2","POLARITY_DEPENDENCY","0.381","3","5"
"d2-v5-easy-014","magnet:m1","arrow:a3","MAGNET_CONTROL","0.381","3","5"
"d2-v5-easy-014","magnet:m1","arrow:a3","POLARITY_DEPENDENCY","0.381","3","5"
"d2-v5-easy-014","wall:1,3","arrow:a2","ROUTE_BLOCK","0.381","3","5"
"d2-v5-easy-014","wall:1,3","arrow:a3","ROUTE_BLOCK","0.381","3","5"
"d2-v5-medium-015","arrow:a1","arrow:a2","ALTERNATIVE_PATH","0.2222","4","7"
"d2-v5-medium-015","arrow:a1","arrow:a3","EXPOSURE","0.2222","4","7"
"d2-v5-medium-015","arrow:a1","arrow:a3","STATE_DEPENDENCY","0.2222","4","7"
"d2-v5-medium-015","arrow:a1","arrow:a3","REVEAL","0.2222","4","7"
"d2-v5-medium-015","arrow:a1","arrow:a4","ALTERNATIVE_PATH","0.2222","4","7"
"d2-v5-medium-015","arrow:a2","arrow:a1","ORDER_DEPENDENCY","0.2222","4","7"
"d2-v5-medium-015","arrow:a2","arrow:a3","ALTERNATIVE_PATH","0.2222","4","7"
"d2-v5-medium-015","arrow:a2","arrow:a4","ALTERNATIVE_PATH","0.2222","4","7"
"d2-v5-medium-015","arrow:a3","arrow:a1","EXPOSURE","0.2222","4","7"
"d2-v5-medium-015","arrow:a3","arrow:a1","ORDER_DEPENDENCY","0.2222","4","7"
"d2-v5-medium-015","arrow:a3","arrow:a1","STATE_DEPENDENCY","0.2222","4","7"
"d2-v5-medium-015","arrow:a3","arrow:a1","REVEAL","0.2222","4","7"
"d2-v5-medium-015","arrow:a3","arrow:a4","ALTERNATIVE_PATH","0.2222","4","7"
"d2-v5-medium-015","arrow:a3","wall:7,6","COLLISION","0.2222","4","7"
"d2-v5-medium-015","arrow:a4","arrow:a1","ORDER_DEPENDENCY","0.2222","4","7"
"d2-v5-medium-015","magnet:m1","arrow:a1","MAGNET_CONTROL","0.2222","4","7"
"d2-v5-medium-015","magnet:m1","arrow:a1","POLARITY_DEPENDENCY","0.2222","4","7"
"d2-v5-medium-015","magnet:m1","arrow:a3","MAGNET_CONTROL","0.2222","4","7"
"d2-v5-medium-015","magnet:m1","arrow:a3","POLARITY_DEPENDENCY","0.2222","4","7"
"d2-v5-medium-015","wall:6,7","arrow:a4","OCCLUSION","0.2222","4","7"
"d2-v5-medium-015","wall:7,6","arrow:a3","ROUTE_BLOCK","0.2222","4","7"
"d2-v5-expert-016","arrow:a1","arrow:a2","ROUTE_BLOCK","0.2308","5","9"
"d2-v5-expert-016","arrow:a1","arrow:a2","ORDER_DEPENDENCY","0.2308","5","9"
"d2-v5-expert-016","arrow:a1","arrow:a3","ALTERNATIVE_PATH","0.2308","5","9"
"d2-v5-expert-016","arrow:a1","arrow:a4","ORDER_DEPENDENCY","0.2308","5","9"
"d2-v5-expert-016","arrow:a1","arrow:a5","ALTERNATIVE_PATH","0.2308","5","9"
"d2-v5-expert-016","arrow:a1","magnet:m2","COLLISION","0.2308","5","9"
"d2-v5-expert-016","arrow:a2","arrow:a1","COLLISION","0.2308","5","9"
"d2-v5-expert-016","arrow:a2","arrow:a1","OCCLUSION","0.2308","5","9"
"d2-v5-expert-016","arrow:a2","arrow:a1","EXPOSURE","0.2308","5","9"
"d2-v5-expert-016","arrow:a2","arrow:a1","STATE_DEPENDENCY","0.2308","5","9"
"d2-v5-expert-016","arrow:a2","arrow:a1","REVEAL","0.2308","5","9"
"d2-v5-expert-016","arrow:a2","arrow:a3","ALTERNATIVE_PATH","0.2308","5","9"
"d2-v5-expert-016","arrow:a2","arrow:a4","EXPOSURE","0.2308","5","9"
"d2-v5-expert-016","arrow:a2","arrow:a4","ORDER_DEPENDENCY","0.2308","5","9"
"d2-v5-expert-016","arrow:a2","arrow:a4","STATE_DEPENDENCY","0.2308","5","9"
"d2-v5-expert-016","arrow:a2","arrow:a4","REVEAL","0.2308","5","9"
"d2-v5-expert-016","arrow:a2","arrow:a5","ALTERNATIVE_PATH","0.2308","5","9"
"d2-v5-expert-016","arrow:a2","magnet:m1","COLLISION","0.2308","5","9"
"d2-v5-expert-016","arrow:a3","arrow:a2","ORDER_DEPENDENCY","0.2308","5","9"
"d2-v5-expert-016","arrow:a3","arrow:a4","ORDER_DEPENDENCY","0.2308","5","9"
"d2-v5-expert-016","arrow:a3","arrow:a4","ALTERNATIVE_PATH","0.2308","5","9"
"d2-v5-expert-016","arrow:a3","arrow:a5","ALTERNATIVE_PATH","0.2308","5","9"
"d2-v5-expert-016","arrow:a4","arrow:a2","EXPOSURE","0.2308","5","9"
"d2-v5-expert-016","arrow:a4","arrow:a2","STATE_DEPENDENCY","0.2308","5","9"
"d2-v5-expert-016","arrow:a4","arrow:a2","REVEAL","0.2308","5","9"
"d2-v5-expert-016","arrow:a4","arrow:a5","ALTERNATIVE_PATH","0.2308","5","9"
"d2-v5-expert-016","arrow:a5","arrow:a2","ORDER_DEPENDENCY","0.2308","5","9"
"d2-v5-expert-016","arrow:a5","arrow:a4","ORDER_DEPENDENCY","0.2308","5","9"
"d2-v5-expert-016","magnet:m1","arrow:a1","MAGNET_CONTROL","0.2308","5","9"
"d2-v5-expert-016","magnet:m1","arrow:a2","ROUTE_BLOCK","0.2308","5","9"
"d2-v5-expert-016","magnet:m1","magnet:m2","CANCELLATION","0.2308","5","9"
"d2-v5-expert-016","magnet:m2","arrow:a1","ROUTE_BLOCK","0.2308","5","9"
"d2-v5-expert-016","magnet:m2","arrow:a2","MAGNET_CONTROL","0.2308","5","9"
"d2-v5-expert-016","magnet:m2","arrow:a2","POLARITY_DEPENDENCY","0.2308","5","9"
"d2-v5-expert-016","magnet:m2","arrow:a4","MAGNET_CONTROL","0.2308","5","9"
"d2-v5-expert-016","magnet:m2","arrow:a4","POLARITY_DEPENDENCY","0.2308","5","9"
"d2-v5-expert-016","magnet:m3","arrow:a5","MAGNET_CONTROL","0.2308","5","9"
"d2-v5-expert-016","magnet:m4","arrow:a3","OCCLUSION","0.2308","5","9"
"d2-v5-expert-016","magnet:m4","arrow:a3","MAGNET_CONTROL","0.2308","5","9"
"d2-v5-hard-017","arrow:a1","arrow:a2","EXPOSURE","0.2909","4","8"
"d2-v5-hard-017","arrow:a1","arrow:a2","STATE_DEPENDENCY","0.2909","4","8"
"d2-v5-hard-017","arrow:a1","arrow:a2","REVEAL","0.2909","4","8"
"d2-v5-hard-017","arrow:a1","arrow:a3","ALTERNATIVE_PATH","0.2909","4","8"
"d2-v5-hard-017","arrow:a1","arrow:a4","EXPOSURE","0.2909","4","8"
"d2-v5-hard-017","arrow:a1","arrow:a4","STATE_DEPENDENCY","0.2909","4","8"
"d2-v5-hard-017","arrow:a1","arrow:a4","REVEAL","0.2909","4","8"
"d2-v5-hard-017","arrow:a1","arrow:a4","ALTERNATIVE_PATH","0.2909","4","8"
"d2-v5-hard-017","arrow:a1","arrow:a5","EXPOSURE","0.2909","4","8"
"d2-v5-hard-017","arrow:a1","arrow:a5","STATE_DEPENDENCY","0.2909","4","8"
"d2-v5-hard-017","arrow:a1","arrow:a5","REVEAL","0.2909","4","8"
"d2-v5-hard-017","arrow:a2","arrow:a1","EXPOSURE","0.2909","4","8"
"d2-v5-hard-017","arrow:a2","arrow:a1","ORDER_DEPENDENCY","0.2909","4","8"
"d2-v5-hard-017","arrow:a2","arrow:a1","STATE_DEPENDENCY","0.2909","4","8"
"d2-v5-hard-017","arrow:a2","arrow:a1","REVEAL","0.2909","4","8"
"d2-v5-hard-017","arrow:a2","arrow:a3","ALTERNATIVE_PATH","0.2909","4","8"
"d2-v5-hard-017","arrow:a2","arrow:a4","COLLISION","0.2909","4","8"
"d2-v5-hard-017","arrow:a2","arrow:a4","OCCLUSION","0.2909","4","8"
"d2-v5-hard-017","arrow:a2","arrow:a4","ROUTE_BLOCK","0.2909","4","8"
"d2-v5-hard-017","arrow:a2","arrow:a4","EXPOSURE","0.2909","4","8"
"d2-v5-hard-017","arrow:a2","arrow:a4","STATE_DEPENDENCY","0.2909","4","8"
"d2-v5-hard-017","arrow:a2","arrow:a4","REVEAL","0.2909","4","8"
"d2-v5-hard-017","arrow:a2","arrow:a5","EXPOSURE","0.2909","4","8"
"d2-v5-hard-017","arrow:a2","arrow:a5","STATE_DEPENDENCY","0.2909","4","8"
"d2-v5-hard-017","arrow:a2","arrow:a5","REVEAL","0.2909","4","8"
"d2-v5-hard-017","arrow:a2","arrow:a5","ALTERNATIVE_PATH","0.2909","4","8"
"d2-v5-hard-017","arrow:a3","arrow:a1","ORDER_DEPENDENCY","0.2909","4","8"
"d2-v5-hard-017","arrow:a3","arrow:a4","ORDER_DEPENDENCY","0.2909","4","8"
"d2-v5-hard-017","arrow:a3","arrow:a4","ALTERNATIVE_PATH","0.2909","4","8"
"d2-v5-hard-017","arrow:a3","arrow:a5","ALTERNATIVE_PATH","0.2909","4","8"
"d2-v5-hard-017","arrow:a4","arrow:a1","EXPOSURE","0.2909","4","8"
"d2-v5-hard-017","arrow:a4","arrow:a1","STATE_DEPENDENCY","0.2909","4","8"
"d2-v5-hard-017","arrow:a4","arrow:a1","REVEAL","0.2909","4","8"
"d2-v5-hard-017","arrow:a4","arrow:a2","COLLISION","0.2909","4","8"
"d2-v5-hard-017","arrow:a4","arrow:a2","ROUTE_BLOCK","0.2909","4","8"
"d2-v5-hard-017","arrow:a4","arrow:a5","EXPOSURE","0.2909","4","8"
"d2-v5-hard-017","arrow:a4","arrow:a5","STATE_DEPENDENCY","0.2909","4","8"
"d2-v5-hard-017","arrow:a4","arrow:a5","REVEAL","0.2909","4","8"
"d2-v5-hard-017","arrow:a5","arrow:a1","EXPOSURE","0.2909","4","8"
"d2-v5-hard-017","arrow:a5","arrow:a1","ORDER_DEPENDENCY","0.2909","4","8"
"d2-v5-hard-017","arrow:a5","arrow:a1","STATE_DEPENDENCY","0.2909","4","8"
"d2-v5-hard-017","arrow:a5","arrow:a1","REVEAL","0.2909","4","8"
"d2-v5-hard-017","arrow:a5","arrow:a2","EXPOSURE","0.2909","4","8"
"d2-v5-hard-017","arrow:a5","arrow:a2","STATE_DEPENDENCY","0.2909","4","8"
"d2-v5-hard-017","arrow:a5","arrow:a2","REVEAL","0.2909","4","8"
"d2-v5-hard-017","arrow:a5","arrow:a4","EXPOSURE","0.2909","4","8"
"d2-v5-hard-017","arrow:a5","arrow:a4","ORDER_DEPENDENCY","0.2909","4","8"
"d2-v5-hard-017","arrow:a5","arrow:a4","STATE_DEPENDENCY","0.2909","4","8"
"d2-v5-hard-017","arrow:a5","arrow:a4","REVEAL","0.2909","4","8"
"d2-v5-hard-017","arrow:a5","wall:2,3","COLLISION","0.2909","4","8"
"d2-v5-hard-017","magnet:m1","arrow:a1","MAGNET_CONTROL","0.2909","4","8"
"d2-v5-hard-017","magnet:m1","arrow:a1","POLARITY_DEPENDENCY","0.2909","4","8"
"d2-v5-hard-017","magnet:m1","arrow:a2","OCCLUSION","0.2909","4","8"
"d2-v5-hard-017","magnet:m1","arrow:a2","MAGNET_CONTROL","0.2909","4","8"
"d2-v5-hard-017","magnet:m1","arrow:a2","POLARITY_DEPENDENCY","0.2909","4","8"
"d2-v5-hard-017","magnet:m1","arrow:a4","OCCLUSION","0.2909","4","8"
"d2-v5-hard-017","magnet:m1","arrow:a4","MAGNET_CONTROL","0.2909","4","8"
"d2-v5-hard-017","magnet:m1","arrow:a4","POLARITY_DEPENDENCY","0.2909","4","8"
"d2-v5-hard-017","magnet:m1","arrow:a5","MAGNET_CONTROL","0.2909","4","8"
"d2-v5-hard-017","magnet:m1","arrow:a5","POLARITY_DEPENDENCY","0.2909","4","8"
"d2-v5-hard-017","wall:2,3","arrow:a5","ROUTE_BLOCK","0.2909","4","8"
"d2-v5-hard-017","wall:4,4","arrow:a3","OCCLUSION","0.2909","4","8"
"d2-v5-medium-018","arrow:a1","arrow:a2","ALTERNATIVE_PATH","0.6111","1","9"
"d2-v5-medium-018","arrow:a1","arrow:a3","ROUTE_BLOCK","0.6111","1","9"
"d2-v5-medium-018","arrow:a1","arrow:a3","EXPOSURE","0.6111","1","9"
"d2-v5-medium-018","arrow:a1","arrow:a3","STATE_DEPENDENCY","0.6111","1","9"
"d2-v5-medium-018","arrow:a1","arrow:a3","REVEAL","0.6111","1","9"
"d2-v5-medium-018","arrow:a1","arrow:a3","ALTERNATIVE_PATH","0.6111","1","9"
"d2-v5-medium-018","arrow:a1","arrow:a4","ORDER_DEPENDENCY","0.6111","1","9"
"d2-v5-medium-018","arrow:a1","arrow:a4","ALTERNATIVE_PATH","0.6111","1","9"
"d2-v5-medium-018","arrow:a1","arrow:a5","ALTERNATIVE_PATH","0.6111","1","9"
"d2-v5-medium-018","arrow:a1","arrow:a6","ALTERNATIVE_PATH","0.6111","1","9"
"d2-v5-medium-018","arrow:a2","arrow:a3","COLLISION","0.6111","1","9"
"d2-v5-medium-018","arrow:a2","arrow:a4","ORDER_DEPENDENCY","0.6111","1","9"
"d2-v5-medium-018","arrow:a2","arrow:a5","ALTERNATIVE_PATH","0.6111","1","9"
"d2-v5-medium-018","arrow:a2","arrow:a6","ALTERNATIVE_PATH","0.6111","1","9"
"d2-v5-medium-018","arrow:a2","wall:2,3","COLLISION","0.6111","1","9"
"d2-v5-medium-018","arrow:a3","arrow:a1","COLLISION","0.6111","1","9"
"d2-v5-medium-018","arrow:a3","arrow:a1","OCCLUSION","0.6111","1","9"
"d2-v5-medium-018","arrow:a3","arrow:a1","EXPOSURE","0.6111","1","9"
"d2-v5-medium-018","arrow:a3","arrow:a1","STATE_DEPENDENCY","0.6111","1","9"
"d2-v5-medium-018","arrow:a3","arrow:a1","REVEAL","0.6111","1","9"
"d2-v5-medium-018","arrow:a3","arrow:a2","ROUTE_BLOCK","0.6111","1","9"
"d2-v5-medium-018","arrow:a3","arrow:a2","EXPOSURE","0.6111","1","9"
